lng,lat
-89.4532,43.1818
-97.822,37.751
-71.0987,42.3649
11.1617,49.405
-122.3447,47.6144
109.8222,40.6522
-77.4728,39.0481
-5.489,50.1317
9.491,51.2993
5.75,52.5
-77.4728,39.0481
139.7532,35.6882
-96.8021,32.7889
150.8919,-33.7271
-74.1403,40.8364
92.7993,56.003
10.0803,59.7659
2.3387,48.8582
2.0,46.0
-84.3797,33.8336
-1.1157,43.5489
103.8547,1.2929
28.8128,47.0188
151.2002,-33.8591
9.491,51.2993
37.6172,55.7527
-82.4948,28.0109
103.8547,1.2929
24.0,56.0
8.6843,50.1188
103.8547,1.2929
7.1666,50.6902
5.3116,51.5067
-98.6498,29.4551
-122.0004,37.5625
-90.3797,38.4936
-115.3104,36.0588
-71.1081,42.312
-81.5323,28.8035
-98.4004,29.4963
8.6843,50.1188
103.8547,1.2929
-3.1808,51.4827
-119.7143,45.8491
139.7532,35.6882
24.6864,57.0981
9.491,51.2993
30.5233,50.45
2.3387,48.8582
139.7459,35.5826
-119.7143,45.8491
-87.9437,42.951
8.6879,49.4071
-118.4252,34.0318
2.0,46.0
15.0533,46.155
4.8995,52.3824
0.0,0.0
11.154,52.9681
114.15,22.2909
8.6879,49.4071
4.8995,52.3824
11.0405,45.8904
38.1805,55.808
8.6843,50.1188
4.5,51.9167
103.8,1.3667
103.8,1.3667
11.0693,49.4678
-71.4154,41.9484
-104.9651,39.7593
-6.2488,53.3338
-77.4728,39.0481
-119.7143,45.8491
-0.6658,51.5353
2.3387,48.8582
-113.2555,53.5294
-73.5794,45.5063
9.491,51.2993
101.6139,3.1071
18.056,59.3247
5.2112,51.6949
-73.9513,40.8231
-74.0247,40.793
-122.7998,45.496
9.491,51.2993
73.4001,54.9978
23.3175,42.683
8.6879,49.4071
9.491,51.2993
24.9375,60.1708
-75.1483,40.3061
103.8395,1.321
37.6068,55.7386
-118.4252,34.0318
9.0,51.0
23.5833,46.0667
8.6879,49.4071
-71.0975,42.3464
2.3387,48.8582
-121.9753,37.3417
-46.6409,-23.5747
-74.0247,40.793
-119.7143,45.8491
103.6839,1.314
153.0921,-27.5034
2.3387,48.8582
-122.438,37.6844
2.0,46.0
-86.808,33.4663
7.7455,48.5839
9.491,51.2993
-122.0748,37.4043
-0.6658,51.5353
-94.5686,39.1484
11.1617,49.405
-86.8653,36.1093
-74.1403,40.8364
-84.3258,33.8231
11.6074,48.1089
8.6843,50.1188
-3.6067,37.1882
2.3387,48.8582
9.491,51.2993
77.5937,12.9719
2.3387,48.8582
-79.4204,43.6655
-73.5794,45.5063
-1.2136,41.791
-79.4204,43.6655
-74.4606,40.5511
8.6879,49.4071
114.1667,22.25
-86.122,39.8655
2.0,46.0
-91.9576,41.0039
120.1619,30.294
-80.2318,25.8119
21.0,52.25
-73.5794,45.5063
51.4231,35.6961
16.9667,49.9667
149.1353,-35.2747
-3.684,40.4172
9.491,51.2993
121.5318,25.0478
4.9479,52.3006
-1.4462,53.234
106.2731,38.4681
25.0,46.0
103.8547,1.2929
113.7266,34.7725
9.491,51.2993
-85.6206,42.9469
-80.1768,33.0273
-95.3972,29.7373
-118.3693,33.8697
105.0,35.0
82.9428,55.041
8.6879,49.4071
-93.2685,30.8287
-0.0279,51.4781
4.7827,52.3388
9.491,51.2993
8.6879,49.4071
-96.8336,32.7908
120.1619,30.294
92.7993,56.003
21.0362,52.2394
7.6877,45.0725
30.5233,50.45
139.7459,35.5826
10.0288,53.5844
-97.822,37.751
-118.413,33.9214
2.0,46.0
8.6879,49.4071
-79.4343,43.6653
17.4,49.5833
-122.435,37.7825
105.0,35.0
8.6879,49.4071
-79.3623,43.6547
-86.4174,35.8677
103.8547,1.2929
174.7679,-36.8506
-0.0638,51.5128
-121.9753,37.3417
2.0,46.0
2.3387,48.8582
9.0,51.0
-105.1359,39.5892
2.3387,48.8582
8.6843,50.1188
30.5233,50.45
-83.0235,39.9653
105.0,35.0
-121.8914,37.3387
-74.1403,40.8364
9.491,51.2993
120.1619,30.294
68.0,48.0
14.4619,50.0036
8.6843,50.1188
21.0338,52.295
2.3387,48.8582
37.6068,55.7386
-122.3447,47.6144
39.8554,57.6198
-97.822,37.751
24.9375,60.1708
8.6879,49.4071
23.3175,42.683
120.1619,30.294
103.8566,1.3248
16.3138,48.0469
5.8206,53.2082
-121.9519,38.3467
8.6879,49.4071
-83.0235,39.9653
72.8826,19.0728
131.6419,33.18
-73.9664,40.7494
-86.7738,36.1085
8.6843,50.1188
37.6068,55.7386
37.6068,55.7386
2.3387,48.8582
9.5163,51.3195
145.0477,-38.2298
9.0,51.0
-97.822,37.751
-85.5632,43.075
9.491,51.2993
-118.2606,34.0729
-119.7143,45.8491
114.1667,22.25
9.491,51.2993
-73.5848,45.4995
4.3774,50.8694
9.0,51.0
10.1355,54.3121
-79.3623,43.6547
-77.2824,39.1361
-80.6865,35.1936
2.3387,48.8582
113.7266,34.7725
-1.9875,53.3733
30.5167,50.4333
2.0,46.0
117.6569,36.1928
2.0,46.0
9.0,51.0
120.1619,30.294
-6.8333,61.5667
0.0,0.0
-0.093,51.5164
104.9121,11.5583
34.804,31.9632
2.3387,48.8582
141.0208,38.3714
-77.4728,39.0481
-75.1413,44.769
23.3175,42.683
9.0,51.0
2.3387,48.8582
-0.0638,51.5128
114.1667,22.25
-74.0247,40.793
9.0,51.0
9.0,51.0
-83.0235,39.9653
10.0569,53.5506
11.1617,49.405
-116.977,32.8466
-83.0235,39.9653
4.8995,52.3824
-75.2339,39.9486
103.6839,1.314
103.6839,1.314
2.0,46.0
-95.0,60.0
144.9644,-37.81
9.491,51.2993
25.0,43.0
24.0,56.0
4.8944,52.4196
-75.0744,40.207
9.9909,56.9943
-121.9753,37.3417
-73.5848,45.4995
-73.5848,45.4995
-96.8217,32.7787
-104.9038,39.5802
9.491,51.2993
8.6879,49.4071
0.0,0.0
2.0,46.0
120.1619,30.294
24.0,56.0
114.1667,22.25
9.0,51.0
-121.2867,38.7609
8.6843,50.1188
2.0,46.0
11.1617,49.405
103.8,1.3667
-0.1224,51.4964
5.2666,51.8914
9.491,51.2993
-74.0758,4.5981
-97.822,37.751
7.9888,58.1575
-122.3447,47.6144
-63.0461,46.2707
103.6839,1.314
139.7532,35.6882
-80.3073,36.143
24.9375,60.1708
4.9167,52.35
-46.6322,-23.63
19.0791,47.4977
-74.3016,40.9655
-112.0749,33.4532
2.3281,48.8607
2.0,46.0
2.3387,48.8582
103.6839,1.314
8.6879,49.4071
9.491,51.2993
-73.9701,40.674
37.8256,55.9142
-74.0247,40.793
30.2619,59.8981
14.2766,48.4115
11.1617,49.405
2.3387,48.8582
-122.0748,37.4043
-121.8914,37.3388
-43.2192,-22.8305
24.9375,60.1708
103.8,1.3667
25.9403,48.2915
9.1278,49.1086
-121.8957,37.6873
139.7459,35.5826
-122.6062,47.3014
9.491,51.2993
2.0,46.0
12.5334,57.9303
2.3387,48.8582
9.491,51.2993
-81.4888,28.6354
-97.822,37.751
-119.7143,45.8491
37.6068,55.7386
116.3883,39.9289
9.491,51.2993
8.6843,50.1188
145.0805,-37.9921
0.0,0.0
2.0,46.0
4.6568,52.3902
8.6843,50.1188
-83.0235,39.9653
126.7288,37.4562
-122.0748,37.4043
-121.8914,37.3388
-73.5794,45.5063
103.8547,1.2929
10.2087,59.7363
-88.4376,43.7746
139.7532,35.6882
103.6839,1.314
4.8995,52.3824
-83.0484,42.3333
-0.2667,43.2833
2.3387,48.8582
3.9727,50.2788
37.6172,55.7527
-118.4252,34.0318
11.1617,49.405
-121.9753,37.3417
103.6839,1.314
103.9561,1.3411
-84.8572,33.8992
-79.6164,43.5419
103.7863,1.3012
-74.0247,40.793
8.6879,49.4071
121.4012,31.0449
120.1619,30.294
30.2619,59.8981
103.6839,1.314
-122.1144,37.8994
-87.9894,43.238
14.4112,50.0848
9.491,51.2993
-73.9966,40.7279
9.491,51.2993
5.1243,52.072
-122.465,37.78
9.491,51.2993
9.491,51.2993
30.2316,50.2402
5.75,52.5
151.2,-33.9333
-3.876,40.1557
9.491,51.2993
5.7188,52.5227
9.491,51.2993
-122.33,37.5517
5.9482,52.9607
2.3387,48.8582
-0.6658,51.5353
139.3997,36.1453
9.0,51.0
-112.194,33.4743
-97.822,37.751
101.6947,3.1513
103.6839,1.314
139.7532,35.6882
9.491,51.2993
-97.3134,32.5309
9.491,51.2993
120.1619,30.294
6.6118,52.0412
120.1619,30.294
145.0004,-37.8168
-105.0623,38.9969
11.1617,49.405
8.4076,48.9409
14.4,50.05
10.6885,43.8871
-83.0235,39.9653
114.1667,22.25
24.9375,60.1708
-96.8704,32.8137
114.15,22.2909
-82.4948,28.0109
114.15,22.2909
18.056,59.3247
9.0,51.0
139.7271,35.6137
12.5245,50.6219
24.0,56.0
-4.1753,50.3781
139.69,35.69
13.3985,52.5174
8.6187,47.3972
30.2619,59.8981
7.0905,50.9236
8.6843,50.1188
9.491,51.2993
9.491,51.2993
-0.098,51.5322
-111.8867,33.6013
4.3953,51.8559
24.9375,60.1708
8.6879,49.4071
139.7459,35.5826
-121.8914,37.3388
46.7152,24.6537
-74.0247,40.793
8.6843,50.1188
135.5118,34.6534
9.491,51.2993
-0.093,51.5164
-103.2052,44.1415
126.7288,37.4562
114.1667,22.25
24.9375,60.1708
139.7532,35.6882
-119.7143,45.8491
31.0167,-29.85
77.5937,12.9719
-118.278,34.0584
-71.2453,46.7933
-95.0,60.0
126.7288,37.4562
9.491,51.2993
8.6843,50.1188
-118.2606,34.0729
26.1691,44.418
-96.7906,32.9364
-17.1133,28.0916
151.2002,-33.8591
-97.822,37.751
120.1619,30.294
38.975,45.0355
9.0,51.0
2.3387,48.8582
4.8225,52.648
30.2619,59.8981
139.7532,35.6882
9.491,51.2993
5.75,52.5
4.9167,52.35
-74.0247,40.793
-104.9651,39.7593
8.6843,50.1188
17.1417,60.6745
103.8547,1.2929
-119.7143,45.8491
18.056,59.3247
10.9247,59.2198
9.491,51.2993
-122.0279,37.9448
103.6839,1.314
103.8547,1.2929
9.491,51.2993
9.491,51.2993
-3.7016,40.4143
9.491,51.2993
22.4203,39.6372
8.6879,49.4071
-84.0,10.0
24.9375,60.1708
-79.3623,43.6547
17.1078,48.15
139.7532,35.6882
6.1457,46.2022
-105.0346,39.696
33.4204,49.068
-1.9449,50.7299
8.5546,47.3664
48.0761,29.3339
103.8547,1.2929
-78.6988,43.0429
2.0,46.0
-97.7312,30.3414
116.3883,39.9289
10.0485,53.5598
37.6068,55.7386
-0.8425,51.1243
7.9559,48.4651
9.3696,47.4234
-88.4265,44.2682
8.1551,47.1449
-0.0138,51.4531
4.2765,52.0757
4.8995,52.3824
-88.3499,41.6837
24.9375,60.1708
4.5307,52.1473
8.6843,50.1188
103.8,1.3667
-6.2488,53.3338
-0.6658,51.5353
9.491,51.2993
153.2159,-27.4976
8.6843,50.1188
9.0,51.0
8.6879,49.4071
9.0,51.0
9.491,51.2993
9.491,51.2993
114.1667,22.25
0.7437,52.3781
8.6879,49.4071
9.491,51.2993
-97.822,37.751
4.4485,52.0104
-6.2488,53.3338
28.1711,-25.8765
9.0,51.0
-121.9753,37.3417
35.0328,48.4602
120.1619,30.294
5.539,52.0735
11.1617,49.405
-118.4252,34.0318
139.7796,35.6718
18.0444,48.8945
-83.3536,33.9332
72.8826,19.0728
139.7532,35.6882
11.0683,49.4475
9.491,51.2993
18.2132,50.349
9.491,51.2993
126.9741,37.5112
126.8652,37.4461
5.3211,51.2891
13.4169,52.5363
-71.5591,44.4921
37.6172,55.7527
9.491,51.2993
68.0,48.0
4.8852,51.8493
18.4259,-33.9258
-0.093,51.5164
-122.0748,37.4043
-77.4728,39.0481
-81.63,41.1526
-81.63,41.1526
-75.0773,40.0558
9.491,51.2993
-97.7664,30.4548
-82.7537,27.8803
103.6839,1.314
-0.1224,51.4964
-0.0638,51.5128
103.6839,1.314
-77.2481,38.6583
2.3387,48.8582
2.3387,48.8582
-77.4728,39.0481
2.3387,48.8582
3.5073,51.5455
-83.0235,39.9653
-122.2156,37.8043
103.8547,1.2929
-6.2488,53.3338
9.0,51.0
-77.2385,38.7741
-77.4728,39.0481
-95.0,60.0
30.0389,49.8114
-80.8234,35.5746
9.0,51.0
9.491,51.2993
-77.2481,38.6583
-121.9753,37.3417
9.491,51.2993
9.0,51.0
9.491,51.2993
103.6839,1.314
105.0,35.0
11.6074,48.1089
139.7532,35.6882
-77.4728,39.0481
30.5233,50.45
-118.2606,34.0729
-122.0748,37.4043
-76.9331,40.2327
-81.8037,41.4866
2.0,46.0
114.1667,22.25
6.636,46.5189
126.7288,37.4562
11.1617,49.405
103.6839,1.314
-0.093,51.5164
-122.33,37.5517
120.1619,30.294
77.5937,12.9719
120.1619,30.294
8.6879,49.4071
9.9909,56.9943
-105.279,40.0373
25.006,60.2328
0.0,0.0
-95.3626,29.7212
-122.33,37.5517
8.0,47.0
9.491,51.2993
23.7353,37.9842
-74.0014,40.7503
5.7303,51.7035
24.9375,60.1708
170.5101,-45.8384
-122.2209,37.8487
9.491,51.2993
-74.1403,40.8364
8.6843,50.1188
120.1619,30.294
9.491,51.2993
-95.0,60.0
14.9125,50.4135
2.3387,48.8582
103.6839,1.314
-77.539,39.018
-77.539,39.018
-88.6928,41.9911
2.3387,48.8582
6.0128,49.5064
16.35,48.2333
-70.6653,-33.4513
-78.9464,36.0229
8.7147,50.1103
9.0,51.0
-118.6028,34.2166
2.0,46.0
103.6839,1.314
77.5937,12.9719
2.0,46.0
9.0,51.0
8.5546,47.3664
10.0194,53.5481
-122.0748,37.4043
9.491,51.2993
6.191,52.6962
-0.093,51.5164
105.0,35.0
-94.5713,39.1029
23.7353,37.9842
9.0,51.0
8.3979,49.0083
-74.174,40.3859
8.6385,53.0275
30.2316,50.2402
23.3333,42.7
77.5937,12.9719
103.6839,1.314
114.15,22.2909
103.8547,1.2929
139.7532,35.6882
9.6694,53.6865
113.25,23.1167
-73.593,45.5242
-117.447,47.7345
-121.8914,37.3388
127.1396,37.4388
7.0122,51.4476
2.0,46.0
2.3387,48.8582
8.7147,50.1103
-66.9208,10.5048
-77.0319,38.9057
-46.6409,-23.5747
7.0122,51.4476
11.0683,49.4475
2.0,46.0
-83.0235,39.9653
23.6,46.7667
-119.7143,45.8491
113.7266,34.7725
6.9495,52.9939
2.3869,48.9163
103.8,1.3667
139.7532,35.6882
8.8242,47.3633
-83.5363,42.6581
-0.8425,51.1243
-77.4728,39.0481
5.75,52.5
-115.3213,36.1379
-95.4707,30.0516
10.7747,59.8468
37.6068,55.7386
15.3669,50.5308
-97.5209,25.9356
24.0,56.0
-94.5713,39.1029
4.9588,52.3315
8.6879,49.4071
-122.0748,37.4043
112.5,2.5
103.82,1.3001
9.491,51.2993
-94.5713,39.1029
4.9167,52.35
11.585,48.1497
-97.8784,30.172
2.3387,48.8582
14.416,48.3536
11.585,48.1497
54.363,24.4638
14.5148,50.0766
9.0,51.0
-113.4585,53.3753
9.491,51.2993
114.1667,22.25
27.6,47.1667
-2.3241,51.3934
-0.6658,51.5353
4.8995,52.3824
-159.592,21.9156
44.832,41.6959
11.0683,49.4475
0.0,0.0
-80.2149,25.9843
-1.1934,54.0151
-77.4728,39.0481
11.1617,49.405
18.0718,59.3307
2.3387,48.8582
-77.539,39.018
120.1619,30.294
-119.7143,45.8491
-77.5141,43.0695
-121.9753,37.3417
9.491,51.2993
8.6843,50.1188
-74.4606,40.5511
0.0,0.0
113.7266,34.7725
114.0,22.2333
9.0,51.0
-121.8914,37.3388
-0.1224,51.4964
23.3333,42.7
30.3833,-29.6167
-95.0,60.0
11.1617,49.405
-122.0748,37.4043
-97.822,37.751
4.6419,52.3615
115.8621,-31.9674
2.3387,48.8582
9.491,51.2993
8.5462,47.0476
2.0,46.0
19.0514,47.4925
-122.0289,37.5337
9.491,51.2993
103.8547,1.2929
30.5238,50.4547
-73.9771,40.8177
120.1619,30.294
11.1617,49.405
2.0,46.0
2.0,46.0
30.2619,59.8981
6.5519,53.2244
11.585,48.1497
-0.1224,51.4964
0.0,0.0
5.4036,52.182
139.7532,35.6882
-74.0247,40.793
8.6879,49.4071
-119.7143,45.8491
-74.1403,40.8364
-77.4728,39.0481
28.8573,47.0052
9.0,51.0
4.3808,51.9434
103.6839,1.314
9.491,51.2993
139.7031,35.613
24.0,56.0
-122.3447,47.6144
-84.5455,38.2132
23.3175,42.683
-121.8914,37.3387
2.0,46.0
37.6172,55.7527
-79.4204,43.6655
9.491,51.2993
-74.1403,40.8364
-46.6409,-23.5747
-49.2916,-25.5026
-77.2824,39.1361
-96.805,32.7767
126.9741,37.5112
8.6879,49.4071
-93.2588,44.6707
-122.6398,45.5173
9.0,51.0
2.0,46.0
8.6879,49.4071
4.8995,52.3824
114.1667,22.25
-77.539,39.018
9.0,51.0
9.491,51.2993
-71.0715,42.4945
-73.9975,40.7308
114.1667,22.25
15.8442,50.2117
116.3883,39.9289
-3.1972,55.951
37.6068,55.7386
4.8995,52.3824
4.8995,52.3824
9.0,51.0
151.2002,-33.8591
-74.1403,40.8364
-122.3732,37.7353
37.6172,55.7527
-6.2488,53.3338
-83.0235,39.9653
9.491,51.2993
-117.447,47.7345
11.0683,49.4475
8.6843,50.1188
11.6074,48.1089
-71.1134,42.4178
41.4339,52.7317
-121.9753,37.3417
-87.6532,41.9409
-74.2134,40.8125
-122.0004,37.5625
9.0,51.0
-43.2192,-22.8305
24.9375,60.1708
21.0362,52.2394
28.0,53.0
2.0,46.0
-1.0534,53.5352
11.1617,49.405
-0.4824,51.5312
24.9375,60.1708
4.8995,52.3824
-97.1356,49.867
-1.55,53.35
8.6843,50.1188
139.7532,35.6882
-0.1224,51.4964
-115.3398,36.3265
-90.1985,38.6364
114.1667,22.25
6.382,52.6034
-119.7143,45.8491
28.0,53.0
9.491,51.2993
126.7288,37.4562
30.5233,50.45
77.5937,12.9719
11.585,48.1497
-77.4728,39.0481
-83.9099,42.4596
-82.3186,34.8627
9.0,51.0
3.178,50.6974
129.3648,36.0292
2.3387,48.8582
72.8826,19.0728
4.9516,52.3169
23.3175,42.683
39.74,54.6197
9.491,51.2993
-72.2428,43.6447
-70.6653,-33.4513
29.0983,40.2719
0.0898,51.5646
8.6879,49.4071
-79.3716,43.6319
9.491,51.2993
-74.0247,40.793
117.1726,39.1423
9.491,51.2993
9.491,51.2993
-95.8309,29.7388
26.1033,44.4354
14.4112,50.0848
9.491,51.2993
120.1619,30.294
-0.6658,51.5353
-117.4397,47.6987
24.9375,60.1708
9.8998,49.4787
9.0,51.0
-121.8641,37.2125
9.0,51.0
-77.4728,39.0481
116.3883,39.9289
114.1667,22.25
-77.4728,39.0481
34.75,31.5
114.15,22.2909
103.8547,1.2929
19.0514,47.4925
2.0,46.0
11.1617,49.405
37.6172,55.7527
-105.217,40.05
11.6074,48.1089
24.7323,59.433
7.0122,51.4476
2.3387,48.8582
2.3387,48.8582
-76.9842,38.5281
8.6879,49.4071
-84.6508,39.7426
-77.4728,39.0481
-73.908,40.8777
139.7532,35.6882
2.0,46.0
-79.5002,43.6089
8.6879,49.4071
-79.3623,43.6547
8.6843,50.1188
103.6839,1.314
-117.2872,34.0284
-119.7143,45.8491
-119.7143,45.8491
8.6879,49.4071
2.3281,48.8607
17.5,49.4167
143.2104,-33.494
-122.0748,37.4043
37.6068,55.7386
13.3985,52.5174
2.0,46.0
10.9247,59.2198
-58.5427,-34.3553
5.4486,52.5202
-121.9753,37.3417
-77.2481,38.6583
14.5046,46.0503
8.5978,47.2598
-80.8201,35.2916
9.491,51.2993
-80.2318,25.8119
9.491,51.2993
30.5238,50.4547
-111.9256,33.4306
24.9375,60.1708
9.491,51.2993
-78.5623,38.0936
151.3243,-33.6321
14.285,48.3074
-79.392,43.6215
-121.9753,37.3417
11.1617,49.405
2.3661,48.9335
-79.3623,43.6547
114.1667,22.25
8.6879,49.4071
-121.9753,37.3417
-73.5794,45.5063
9.491,51.2993
11.6074,48.1089
120.1619,30.294
-120.8627,37.5964
8.6843,50.1188
-96.8021,32.7889
-0.1224,51.4964
9.491,51.2993
-122.0748,37.4043
105.0,35.0
-69.894,18.4657
17.9509,59.428
121.5318,25.0478
4.8995,52.3824
-73.5848,45.4995
-104.9419,39.9038
2.0,46.0
-79.3623,43.6547
-119.7143,45.8491
37.6068,55.7386
-58.3845,-34.6021
8.6879,49.4071
11.6074,48.1089
9.491,51.2993
83.76,53.36
-122.8708,53.9127
4.8995,52.3824
-74.0247,40.793
9.491,51.2993
3.1468,36.7642
37.6068,55.7386
5.3116,51.5067
126.7288,37.4562
9.491,51.2993
116.3889,39.9288
-122.0004,37.5625
-122.453,48.0187
10.8777,44.7824
6.5683,50.9374
15.9886,60.2797
113.55,22.2
23.3333,42.7
-6.2488,53.3338
9.491,51.2993
9.491,51.2993
37.6068,55.7386
9.3742,51.668
100.0,60.0
-121.8914,37.3388
-16.5231,28.3908
8.6879,49.4071
33.0366,34.6874
103.6839,1.314
-73.9191,40.8691
-121.8914,37.3387
112.5,2.5
2.3387,48.8582
2.3387,48.8582
9.0,51.0
-0.6658,51.5353
9.491,51.2993
4.7333,51.1
9.491,51.2993
9.0,51.0
-75.6844,45.4289
-96.8217,32.7787
-83.0279,42.7287
77.5937,12.9719
8.6843,50.1188
-83.0235,39.9653
-90.2575,38.6433
8.6843,50.1188
6.8324,52.2855
18.4259,-33.9258
4.9392,52.352
2.3387,48.8582
120.1619,30.294
9.143,45.6467
5.8016,50.941
0.0,0.0
174.7719,-41.286
4.8995,52.3824
-113.7775,52.2424
-93.1209,44.9372
114.15,22.2909
-77.4728,39.0481
-77.4728,39.0481
113.7266,34.7725
13.3985,52.5174
-96.805,32.7767
-97.822,37.751
9.0,51.0
105.0,35.0
-0.6658,51.5353
17.1078,48.15
114.1667,22.25
-104.9103,39.6876
6.1038,52.5046
-79.4002,43.6426
-6.2488,53.3338
30.5233,50.45
-74.0247,40.793
-104.7866,39.943
8.6843,50.1188
-77.4728,39.0481
-74.4606,40.5511
4.3808,51.9434
103.6839,1.314
14.4821,50.1433
-3.3225,47.8756
30.5238,50.4547
9.491,51.2993
7.0122,51.4476
14.5148,50.0766
30.5233,50.45
-97.822,37.751
-74.0247,40.793
8.5555,40.7259
4.8995,52.3824
-74.1403,40.8364
103.8547,1.2929
-87.8756,42.5601
9.0,51.0
9.491,51.2993
8.6879,49.4071
-97.822,37.751
4.9392,52.352
-78.5376,35.9825
-74.1437,41.0631
9.0,51.0
-79.3623,43.6547
9.491,51.2993
8.6843,50.1188
126.9741,37.5112
-97.822,37.751
9.386,47.4611
126.9741,37.5112
-118.3693,33.8697
139.747,35.6212
-74.0247,40.793
34.75,31.5
-0.0638,51.5128
-83.0235,39.9653
0.0,0.0
11.3034,48.3318
25.6617,60.3973
11.0683,49.4475
-94.5686,39.1484
30.5238,50.4547
-117.1367,32.7967
9.491,51.2993
54.363,24.4638
-77.4728,39.0481
-83.0235,39.9653
0.0,0.0
-96.8021,32.7889
139.69,35.69
8.6879,49.4071
116.3883,39.9289
9.491,51.2993
-3.684,40.4172
9.0,51.0
4.6568,52.3902
-74.0247,40.793
103.8,1.3667
-122.6001,47.3607
-83.0235,39.9653
-112.0244,46.6099
8.6879,49.4071
33.0,35.0
103.8547,1.2929
-113.3369,53.7353
-87.2253,30.5179
-1.5833,52.3833
-122.0004,37.5625
24.9375,60.1708
151.1994,-33.886
-6.2488,53.3338
18.0718,59.3307
8.762,50.1054
9.491,51.2993
8.6843,50.1188
120.1619,30.294
-2.5561,51.4769
8.6843,50.1188
113.7266,34.7725
2.0,46.0
-78.6262,35.8536
-87.9954,42.0048
-83.0235,39.9653
9.491,51.2993
-121.9753,37.3417
8.0,47.0
4.137,51.0982
-76.2955,39.4799
114.15,22.2909
-73.8736,45.3161
-121.9753,37.3417
12.0833,50.8667
11.1617,49.405
11.585,48.1497
9.491,51.2993
139.7532,35.6882
-83.418,33.9461
8.6843,50.1188
2.2574,48.8954
2.0,46.0
-4.1833,55.85
-97.822,37.751
-79.3716,43.6319
4.8995,52.3824
3.9934,51.1036
-95.1051,39.1026
9.491,51.2993
-1.245,50.678
13.4563,37.9712
151.1906,-33.9256
-83.6332,42.9285
-118.244,34.0544
-46.4445,-23.413
30.5233,50.45
-4.0,40.0
9.491,51.2993
9.491,51.2993
-77.4728,39.0481
5.8283,50.9555
-80.6865,35.1936
9.491,51.2993
11.6074,48.1089
7.1167,51.0333
8.6879,49.4071
-91.5125,44.833
5.71,52.5135
21.0362,52.2394
127.0115,37.603
9.491,51.2993
11.1617,49.405
-87.8964,43.0475
9.491,51.2993
114.1667,22.25
8.6879,49.4071
-118.2606,34.0729
-111.8867,33.6013
126.7288,37.4562
-95.9526,36.1464
-77.4728,39.0481
8.6879,49.4071
-85.6205,44.7612
4.3945,52.0489
4.9392,52.352
9.491,51.2993
105.0,35.0
151.1074,-33.8121
6.4209,52.524
-94.5961,38.9592
-77.4728,39.0481
24.7518,42.1513
8.6879,49.4071
-77.2481,38.6583
2.0,46.0
-95.0,60.0
-87.9954,42.0048
4.2345,50.7338
29.2456,52.0495
100.4667,13.75
11.1617,49.405
139.5011,35.7017
103.8547,1.2929
14.5046,46.0503
-1.7194,51.5892
14.5497,50.1002
50.1116,26.4336
19.0791,47.4977
-80.843,35.2296
-119.7143,45.8491
-6.2488,53.3338
37.6068,55.7386
-112.3264,34.6019
-118.2606,34.0729
24.9375,60.1708
9.491,51.2993
7.4481,46.9458
103.8547,1.2929
10.3583,63.35
4.8995,52.3824
13.3985,52.5174
-0.6658,51.5353
116.3883,39.9289
-90.2651,38.5753
16.3932,48.12
-120.4964,34.9504
9.0,51.0
-79.3623,43.6547
29.4711,46.8306
-9.1321,38.7174
-122.0748,37.4043
8.6879,49.4071
24.9375,60.1708
2.3387,48.8582
4.2182,51.9949
-83.0235,39.9653
-121.9753,37.3417
2.0,46.0
0.0,0.0
-6.2488,53.3338
114.15,22.2909
24.0,-29.0
30.5233,50.45
151.2002,-33.8591
103.6839,1.314
-83.0235,39.9653
103.8547,1.2929
-118.3286,34.1057
113.7266,34.7725
4.8995,52.3824
8.6879,49.4071
11.1617,49.405
-75.1474,39.9476
-75.8357,38.8595
9.0,51.0
-83.0235,39.9653
14.15,49.3
-83.0235,39.9653
139.69,35.69
0.0,0.0
2.3869,48.9163
-85.6206,42.9469
9.0,51.0
-122.4203,37.7958
120.1619,30.294
39.74,54.6197
-77.4728,39.0481
-77.4728,39.0481
-77.4728,39.0481
0.0,0.0
-119.7143,45.8491
5.7927,53.0782
7.0122,51.4476
139.6732,35.8697
2.3387,48.8582
113.7266,34.7725
56.2478,58.0033
-87.892,43.0818
103.6839,1.314
5.1165,52.1165
9.143,45.6467
8.5933,47.4143
-73.1148,40.8599
-79.5,43.8333
11.0683,49.4475
-97.822,37.751
13.7458,51.0486
8.6879,49.4071
13.3985,52.5174
-79.4204,43.6655
14.3556,46.2389
21.2581,48.7139
-121.8914,37.3387
114.1667,22.25
9.491,51.2993
-80.2318,25.8119
-83.0235,39.9653
-157.8268,21.293
24.9375,60.1708
-97.822,37.751
7.7961,47.2153
103.8547,1.2929
-77.2481,38.6583
11.0683,49.4475
9.0,51.0
-112.1442,33.5613
11.8783,43.4631
6.1908,52.705
9.0,51.0
-121.9753,37.3417
2.3387,48.8582
-95.0,60.0
-74.0247,40.793
8.6843,50.1188
2.3387,48.8582
11.1617,49.405
114.1667,22.25
8.6879,49.4071
151.2002,-33.8591
2.3083,48.6348
4.4302,43.6766
4.8995,52.3824
-3.8718,40.4735
37.6068,55.7386
103.8547,1.2929
-121.9753,37.3417
-97.822,37.751
4.8995,52.3824
103.6839,1.314
-118.2606,34.0729
8.6541,47.0208
-79.3623,43.6547
10.7747,59.8468
-77.3853,38.8754
-111.8611,40.761
-3.684,40.4172
